State,Sightseeing Place,Category
Chhattisgarh,Lake Point 2637,Viewpoint
Bihar,Temple Point 2638,Cultural
Sikkim,Temple Point 2639,Historical
Manipur,Temple Point 2640,Nature
Sikkim,Sanctuary Point 2641,Nature
Chhattisgarh,Hilltop Point 2642,Cultural
Assam,Beach Point 2643,Adventure
Goa,Cave Point 2644,Religious
Goa,Fort Point 2645,Religious
Mizoram,Cave Point 2646,Nature
Tripura,Monastery Point 2647,Cultural
Mizoram,Hilltop Point 2648,Viewpoint
Assam,Hilltop Point 2649,Cultural
Assam,Cave Point 2650,Nature
Bihar,Temple Point 2651,Religious
Goa,Cave Point 2652,Leisure
Andhra Pradesh,Lake Point 2653,Leisure
Goa,Sanctuary Point 2654,Viewpoint
Haryana,Temple Point 2655,Adventure
Haryana,Hilltop Point 2656,Adventure
Nagaland,Monastery Point 2657,Adventure
Haryana,Hilltop Point 2658,Cultural
Manipur,Monastery Point 2659,Adventure
Andhra Pradesh,Monastery Point 2660,Historical
Haryana,Lake Point 2661,Nature
Goa,Beach Point 2662,Wildlife
Punjab,Temple Point 2663,Nature
Tripura,Waterfall Point 2664,Viewpoint
Haryana,Waterfall Point 2665,Adventure
Haryana,Cave Point 2666,Religious
Meghalaya,Hilltop Point 2667,Adventure
Tripura,Sanctuary Point 2668,Viewpoint
Meghalaya,Lake Point 2669,Adventure
Arunachal Pradesh,Cave Point 2670,Nature
Haryana,Lake Point 2671,Historical
Meghalaya,Sanctuary Point 2672,Wildlife
Mizoram,Sanctuary Point 2673,Religious
Tripura,Sanctuary Point 2674,Cultural
Assam,Hilltop Point 2675,Religious
Punjab,Temple Point 2676,Wildlife
Punjab,Sanctuary Point 2677,Wildlife
Manipur,Sanctuary Point 2678,Viewpoint
Bihar,Cave Point 2679,Religious
Manipur,Cave Point 2680,Cultural
Tripura,Beach Point 2681,Wildlife
Haryana,Beach Point 2682,Wildlife
Haryana,Fort Point 2683,Nature
Haryana,Hilltop Point 2684,Wildlife
Meghalaya,Lake Point 2685,Religious
Meghalaya,Hilltop Point 2686,Nature
Arunachal Pradesh,Monastery Point 2687,Cultural
Haryana,Park Point 2688,Adventure
Punjab,Sanctuary Point 2689,Adventure
Punjab,Monastery Point 2690,Religious
Bihar,Waterfall Point 2691,Viewpoint
Goa,Monastery Point 2692,Nature
Arunachal Pradesh,Sanctuary Point 2693,Leisure
Nagaland,Fort Point 2694,Leisure
Goa,Sanctuary Point 2695,Viewpoint
Bihar,Cave Point 2696,Adventure
Manipur,Monastery Point 2697,Nature
Manipur,Beach Point 2698,Historical
Arunachal Pradesh,Cave Point 2699,Viewpoint
Goa,Temple Point 2700,Historical
Punjab,Sanctuary Point 2701,Wildlife
Sikkim,Temple Point 2702,Historical
Meghalaya,Waterfall Point 2703,Leisure
Chhattisgarh,Temple Point 2704,Historical
Assam,Beach Point 2705,Leisure
Meghalaya,Lake Point 2706,Nature
Andhra Pradesh,Lake Point 2707,Cultural
Andhra Pradesh,Park Point 2708,Religious
Andhra Pradesh,Cave Point 2709,Nature
Goa,Monastery Point 2710,Religious
Andhra Pradesh,Cave Point 2711,Wildlife
Meghalaya,Lake Point 2712,Cultural
Sikkim,Fort Point 2713,Historical
Andhra Pradesh,Monastery Point 2714,Wildlife
Chhattisgarh,Cave Point 2715,Nature
Arunachal Pradesh,Hilltop Point 2716,Historical
Tripura,Fort Point 2717,Adventure
Haryana,Beach Point 2718,Cultural
Manipur,Cave Point 2719,Wildlife
Chhattisgarh,Temple Point 2720,Historical
Manipur,Park Point 2721,Viewpoint
Bihar,Lake Point 2722,Cultural
Meghalaya,Monastery Point 2723,Religious
Haryana,Lake Point 2724,Religious
Goa,Temple Point 2725,Nature
Bihar,Fort Point 2726,Nature
Manipur,Beach Point 2727,Viewpoint
Arunachal Pradesh,Lake Point 2728,Leisure
Manipur,Monastery Point 2729,Religious
Haryana,Temple Point 2730,Leisure
Arunachal Pradesh,Park Point 2731,Leisure
Sikkim,Monastery Point 2732,Adventure
Mizoram,Waterfall Point 2733,Cultural
Haryana,Park Point 2734,Cultural
Punjab,Temple Point 2735,Historical
Sikkim,Monastery Point 2736,Leisure
Assam,Sanctuary Point 2737,Religious
Tripura,Beach Point 2738,Wildlife
Meghalaya,Hilltop Point 2739,Viewpoint
Mizoram,Waterfall Point 2740,Leisure
Tripura,Beach Point 2741,Religious
Chhattisgarh,Monastery Point 2742,Viewpoint
Bihar,Temple Point 2743,Viewpoint
Bihar,Hilltop Point 2744,Nature
Sikkim,Park Point 2745,Religious
Manipur,Lake Point 2746,Adventure
Nagaland,Temple Point 2747,Wildlife
Arunachal Pradesh,Waterfall Point 2748,Nature
Sikkim,Fort Point 2749,Cultural
Goa,Sanctuary Point 2750,Religious
Meghalaya,Monastery Point 2751,Leisure
Assam,Temple Point 2752,Cultural
Haryana,Temple Point 2753,Wildlife
Manipur,Temple Point 2754,Wildlife
Haryana,Waterfall Point 2755,Nature
Andhra Pradesh,Sanctuary Point 2756,Nature
Mizoram,Temple Point 2757,Cultural
Sikkim,Waterfall Point 2758,Historical
Arunachal Pradesh,Beach Point 2759,Leisure
Mizoram,Hilltop Point 2760,Adventure
Punjab,Waterfall Point 2761,Leisure
Goa,Lake Point 2762,Adventure
Manipur,Sanctuary Point 2763,Historical
Manipur,Park Point 2764,Religious
Sikkim,Monastery Point 2765,Historical
Tripura,Lake Point 2766,Leisure
Mizoram,Park Point 2767,Historical
Manipur,Beach Point 2768,Leisure
Punjab,Temple Point 2769,Nature
Meghalaya,Sanctuary Point 2770,Historical
Mizoram,Beach Point 2771,Nature
Andhra Pradesh,Park Point 2772,Cultural
Goa,Cave Point 2773,Viewpoint
Arunachal Pradesh,Cave Point 2774,Wildlife
Nagaland,Waterfall Point 2775,Wildlife
Nagaland,Temple Point 2776,Adventure
Nagaland,Beach Point 2777,Cultural
Chhattisgarh,Monastery Point 2778,Cultural
Goa,Temple Point 2779,Leisure
Nagaland,Waterfall Point 2780,Adventure
Tripura,Sanctuary Point 2781,Leisure
Chhattisgarh,Waterfall Point 2782,Leisure
Tripura,Lake Point 2783,Adventure
Chhattisgarh,Beach Point 2784,Religious
Chhattisgarh,Park Point 2785,Viewpoint
Andhra Pradesh,Sanctuary Point 2786,Viewpoint
Mizoram,Hilltop Point 2787,Leisure
Tripura,Waterfall Point 2788,Religious
Goa,Fort Point 2789,Wildlife
Meghalaya,Hilltop Point 2790,Nature
Meghalaya,Cave Point 2791,Adventure
Tripura,Park Point 2792,Wildlife
Assam,Park Point 2793,Nature
Chhattisgarh,Park Point 2794,Cultural
Arunachal Pradesh,Lake Point 2795,Nature
Andhra Pradesh,Monastery Point 2796,Adventure
Sikkim,Lake Point 2797,Cultural
Goa,Sanctuary Point 2798,Wildlife
Goa,Fort Point 2799,Religious
Sikkim,Fort Point 2800,Nature
Bihar,Waterfall Point 2801,Cultural
Punjab,Lake Point 2802,Historical
Goa,Beach Point 2803,Viewpoint
Sikkim,Hilltop Point 2804,Adventure
Tripura,Beach Point 2805,Nature
Punjab,Monastery Point 2806,Nature
Goa,Park Point 2807,Religious
Mizoram,Temple Point 2808,Adventure
Manipur,Lake Point 2809,Nature
Manipur,Park Point 2810,Historical
Chhattisgarh,Sanctuary Point 2811,Historical
Andhra Pradesh,Sanctuary Point 2812,Nature
Manipur,Cave Point 2813,Cultural
Arunachal Pradesh,Beach Point 2814,Viewpoint
Bihar,Lake Point 2815,Adventure
Punjab,Hilltop Point 2816,Wildlife
Mizoram,Cave Point 2817,Leisure
Haryana,Monastery Point 2818,Religious
Manipur,Waterfall Point 2819,Adventure
Tripura,Park Point 2820,Historical
Manipur,Monastery Point 2821,Adventure
Tripura,Monastery Point 2822,Cultural
Mizoram,Waterfall Point 2823,Nature
Goa,Monastery Point 2824,Historical
Tripura,Temple Point 2825,Religious
Haryana,Temple Point 2826,Wildlife
Haryana,Beach Point 2827,Nature
Goa,Hilltop Point 2828,Historical
Mizoram,Monastery Point 2829,Adventure
Haryana,Beach Point 2830,Religious
Nagaland,Waterfall Point 2831,Leisure
Sikkim,Hilltop Point 2832,Adventure
Manipur,Beach Point 2833,Leisure
Nagaland,Fort Point 2834,Leisure
Chhattisgarh,Waterfall Point 2835,Historical
Andhra Pradesh,Sanctuary Point 2836,Adventure
Tripura,Beach Point 2837,Wildlife
Bihar,Monastery Point 2838,Wildlife
Andhra Pradesh,Fort Point 2839,Cultural
Mizoram,Fort Point 2840,Religious
Chhattisgarh,Monastery Point 2841,Leisure
Goa,Lake Point 2842,Historical
Andhra Pradesh,Hilltop Point 2843,Nature
Haryana,Cave Point 2844,Nature
Assam,Temple Point 2845,Adventure
Arunachal Pradesh,Hilltop Point 2846,Religious
Bihar,Beach Point 2847,Nature
Chhattisgarh,Hilltop Point 2848,Religious
Nagaland,Hilltop Point 2849,Nature
Manipur,Beach Point 2850,Adventure
Arunachal Pradesh,Beach Point 2851,Viewpoint
Arunachal Pradesh,Temple Point 2852,Historical
Chhattisgarh,Sanctuary Point 2853,Leisure
Andhra Pradesh,Beach Point 2854,Leisure
Goa,Beach Point 2855,Leisure
Mizoram,Waterfall Point 2856,Leisure
Bihar,Monastery Point 2857,Religious
Assam,Monastery Point 2858,Wildlife
Goa,Hilltop Point 2859,Adventure
Assam,Park Point 2860,Historical
Tripura,Beach Point 2861,Viewpoint
Sikkim,Park Point 2862,Cultural
Bihar,Hilltop Point 2863,Cultural
Goa,Beach Point 2864,Cultural
Haryana,Park Point 2865,Nature
Andhra Pradesh,Monastery Point 2866,Religious
Andhra Pradesh,Beach Point 2867,Viewpoint
Haryana,Lake Point 2868,Historical
Nagaland,Park Point 2869,Viewpoint
Arunachal Pradesh,Temple Point 2870,Historical
Assam,Fort Point 2871,Historical
Tripura,Lake Point 2872,Religious
Bihar,Waterfall Point 2873,Adventure
Tripura,Monastery Point 2874,Religious
Nagaland,Monastery Point 2875,Nature
Manipur,Beach Point 2876,Historical
Goa,Fort Point 2877,Wildlife
Manipur,Cave Point 2878,Nature
Chhattisgarh,Temple Point 2879,Historical
Nagaland,Monastery Point 2880,Historical
Tripura,Fort Point 2881,Leisure
Tripura,Fort Point 2882,Cultural
Meghalaya,Fort Point 2883,Nature
Chhattisgarh,Fort Point 2884,Leisure
Mizoram,Beach Point 2885,Adventure
Andhra Pradesh,Beach Point 2886,Historical
Sikkim,Hilltop Point 2887,Cultural
Manipur,Waterfall Point 2888,Wildlife
Mizoram,Lake Point 2889,Adventure
Tripura,Lake Point 2890,Nature
Goa,Temple Point 2891,Historical
Goa,Temple Point 2892,Nature
Arunachal Pradesh,Waterfall Point 2893,Religious
Manipur,Beach Point 2894,Wildlife
Manipur,Monastery Point 2895,Historical
Andhra Pradesh,Fort Point 2896,Leisure
Assam,Temple Point 2897,Wildlife
Andhra Pradesh,Fort Point 2898,Leisure
Tripura,Lake Point 2899,Historical
Goa,Cave Point 2900,Cultural
Manipur,Sanctuary Point 2901,Wildlife
Goa,Beach Point 2902,Wildlife
Tripura,Sanctuary Point 2903,Historical
Mizoram,Fort Point 2904,Nature
Mizoram,Hilltop Point 2905,Viewpoint
Assam,Fort Point 2906,Adventure
Mizoram,Temple Point 2907,Adventure
Sikkim,Beach Point 2908,Nature
Nagaland,Temple Point 2909,Adventure
Tripura,Temple Point 2910,Adventure
Manipur,Sanctuary Point 2911,Leisure
Haryana,Hilltop Point 2912,Wildlife
Haryana,Beach Point 2913,Historical
Mizoram,Temple Point 2914,Historical
Andhra Pradesh,Lake Point 2915,Wildlife
Meghalaya,Lake Point 2916,Historical
Meghalaya,Monastery Point 2917,Religious
Sikkim,Hilltop Point 2918,Adventure
Nagaland,Monastery Point 2919,Cultural
Nagaland,Park Point 2920,Adventure
Sikkim,Lake Point 2921,Nature
Andhra Pradesh,Beach Point 2922,Nature
Tripura,Waterfall Point 2923,Adventure
Assam,Monastery Point 2924,Viewpoint
Manipur,Beach Point 2925,Wildlife
Meghalaya,Park Point 2926,Viewpoint
Bihar,Beach Point 2927,Leisure
