State,Sightseeing Place,Activity,Language Preferred,Hotel Nearby,Hotel Price (INR),Famous Food,Category
Assam,Hill Station in Assam,Wildlife Safari,Malayalam,Marquez Ltd Hotel,6311,Rajasthani Laal Maas,Wildlife
Assam,Wildlife Sanctuary in Assam,Historical Tour,Tamil,Garcia-Porter Hotel,5352,Idiyappam,Cultural
Assam,Hill Station in Assam,Cultural Dance,Malayalam,"Johnson, Johnson and Davis Hotel",4949,Seafood,Historical
Assam,Beach in Assam,Cultural Dance,English,"Barr, Davis and Green Hotel",2102,Thali,Nature
Assam,Fort in Assam,Trekking,English,Davis-Young Hotel,3264,Dosa,Religious
Assam,Beach in Assam,Cultural Dance,Hindi,Matthews LLC Hotel,6128,Idiyappam,Adventure
Assam,Backwaters in Assam,Camping,Marathi,Lewis-Cole Hotel,5419,Rajasthani Laal Maas,Historical
Assam,Temple in Assam,Historical Tour,Hindi,Brown LLC Hotel,6456,Rajasthani Laal Maas,Religious
Assam,Temple in Assam,Cultural Dance,Hindi,White-Russo Hotel,7467,Seafood,Historical
Assam,Beach in Assam,Camping,Hindi,"Morales, Alvarez and Burns Hotel",2301,Thali,Cultural
Assam,Wildlife Sanctuary in Assam,Shopping,Malayalam,"Kent, Gibson and Williams Hotel",7882,Seafood,Cultural
Assam,Temple in Assam,Historical Tour,Punjabi,Baker-Williams Hotel,8012,Idiyappam,Wildlife
Assam,Wildlife Sanctuary in Assam,Camping,Tamil,"Huynh, Anderson and Williams Hotel",3677,Idiyappam,Adventure
Assam,Backwaters in Assam,Cultural Dance,Tamil,"Freeman, Wallace and Sparks Hotel",6657,Idiyappam,Romantic
Assam,Wildlife Sanctuary in Assam,Cultural Dance,English,Smith-Shaw Hotel,1621,Idiyappam,Cultural
Assam,Beach in Assam,Camping,Tamil,Clayton-Zimmerman Hotel,3027,Dosa,Adventure
Assam,Beach in Assam,Trekking,English,"Galloway, Coleman and Garcia Hotel",5432,Prawn Curry,Romantic
Assam,Temple in Assam,Camping,English,Henry-Kemp Hotel,4457,Dosa,Nature
Assam,Wildlife Sanctuary in Assam,Trekking,Punjabi,Thomas-Walton Hotel,7410,Rajasthani Laal Maas,Adventure
Assam,Wildlife Sanctuary in Assam,Wildlife Safari,Malayalam,Ferguson Group Hotel,7024,Thali,Nature
Assam,Temple in Assam,Shopping,Konkani,"Holt, Cook and Butler Hotel",9709,Seafood,Religious
Assam,Beach in Assam,Camping,Punjabi,"Carter, Santiago and Foster Hotel",9773,Chole Bhature,Romantic
Assam,Temple in Assam,Wildlife Safari,Marathi,Roberts PLC Hotel,4722,Dosa,Cultural
Assam,Backwaters in Assam,Shopping,Hindi,"Carter, Grant and Martin Hotel",8953,Rajasthani Laal Maas,Romantic
Assam,Fort in Assam,Camping,Marathi,Shaw PLC Hotel,8978,Thali,Adventure
Assam,Hill Station in Assam,Trekking,Tamil,"Morales, Cook and Sullivan Hotel",2528,Dosa,Cultural
Assam,Temple in Assam,Historical Tour,Marathi,Gonzalez-Gardner Hotel,5283,Chole Bhature,Cultural
Assam,Fort in Assam,Boating,Tamil,Gordon Inc Hotel,5836,Chole Bhature,Wildlife
Assam,Wildlife Sanctuary in Assam,Trekking,Konkani,Pacheco-Rivera Hotel,5259,Rajasthani Laal Maas,Romantic
Assam,Hill Station in Assam,Historical Tour,Malayalam,Marshall-Ortega Hotel,1570,Prawn Curry,Religious
Assam,Palace in Assam,Boating,Konkani,"Good, Carson and Bell Hotel",8860,Seafood,Historical
Assam,Palace in Assam,Historical Tour,Hindi,"Murray, Gordon and Crosby Hotel",2746,Idiyappam,Cultural
Assam,Hill Station in Assam,Wildlife Safari,Konkani,"Fleming, Nelson and Sullivan Hotel",8328,Thali,Romantic
Assam,Wildlife Sanctuary in Assam,Cultural Dance,Konkani,"Sutton, Parrish and Pierce Hotel",6516,Idiyappam,Romantic
Bihar,Backwaters in Bihar,Trekking,Tamil,Small-Perez Hotel,4996,Prawn Curry,Wildlife
Bihar,Fort in Bihar,Camping,Konkani,"Wright, Bishop and Meyer Hotel",3398,Idiyappam,Religious
Bihar,Temple in Bihar,Wildlife Safari,Punjabi,Jackson-Brown Hotel,6883,Seafood,Romantic
Bihar,Backwaters in Bihar,Boating,Hindi,Carr Ltd Hotel,8536,Thali,Adventure
Bihar,Backwaters in Bihar,Boating,Tamil,Black-Hill Hotel,1838,Thali,Religious
Bihar,Backwaters in Bihar,Cultural Dance,Malayalam,"Sullivan, Wilson and Harrison Hotel",4269,Rajasthani Laal Maas,Adventure
Bihar,Backwaters in Bihar,Camping,Tamil,Andrews Group Hotel,4151,Dosa,Religious
Bihar,Backwaters in Bihar,Boating,Malayalam,"Moss, Marquez and Adams Hotel",3099,Idiyappam,Adventure
Bihar,Hill Station in Bihar,Wildlife Safari,Punjabi,Hall-Gibbs Hotel,2623,Thali,Religious
Bihar,Wildlife Sanctuary in Bihar,Trekking,Konkani,"Munoz, Cox and Stewart Hotel",1554,Seafood,Nature
Bihar,Wildlife Sanctuary in Bihar,Shopping,Konkani,Khan-Clark Hotel,5924,Seafood,Nature
Bihar,Wildlife Sanctuary in Bihar,Historical Tour,Malayalam,Owens PLC Hotel,3489,Prawn Curry,Cultural
Bihar,Wildlife Sanctuary in Bihar,Shopping,Marathi,"Graham, Harris and Marsh Hotel",9123,Prawn Curry,Nature
Bihar,Temple in Bihar,Cultural Dance,Marathi,Payne PLC Hotel,6059,Idiyappam,Nature
Bihar,Hill Station in Bihar,Shopping,Hindi,Abbott-Bell Hotel,7287,Seafood,Historical
Bihar,Wildlife Sanctuary in Bihar,Boating,Marathi,"Cox, Mcbride and Pierce Hotel",5600,Rajasthani Laal Maas,Nature
Bihar,Fort in Bihar,Shopping,Konkani,Bradley PLC Hotel,2915,Thali,Religious
Bihar,Beach in Bihar,Camping,English,Thomas Inc Hotel,4681,Dosa,Cultural
Bihar,Backwaters in Bihar,Camping,Hindi,"Smith, Gutierrez and Miles Hotel",7073,Idiyappam,Historical
Bihar,Wildlife Sanctuary in Bihar,Shopping,Tamil,"Gonzalez, Lewis and Williams Hotel",3196,Idiyappam,Romantic
Bihar,Wildlife Sanctuary in Bihar,Shopping,Tamil,Buchanan-Long Hotel,4979,Seafood,Religious
Bihar,Fort in Bihar,Cultural Dance,Tamil,Contreras Ltd Hotel,2596,Rajasthani Laal Maas,Religious
Bihar,Wildlife Sanctuary in Bihar,Cultural Dance,Konkani,Rogers-Johnson Hotel,9599,Prawn Curry,Cultural
Bihar,Temple in Bihar,Historical Tour,Malayalam,Manning-Parsons Hotel,7543,Seafood,Nature
Bihar,Palace in Bihar,Historical Tour,English,Hopkins Inc Hotel,1560,Prawn Curry,Adventure
Bihar,Palace in Bihar,Cultural Dance,Malayalam,"Chang, Clark and Lin Hotel",7049,Dosa,Wildlife
Bihar,Wildlife Sanctuary in Bihar,Trekking,Malayalam,"Barker, Massey and Lowe Hotel",9093,Thali,Religious
Bihar,Wildlife Sanctuary in Bihar,Trekking,Marathi,"Johnson, Stevens and Blackwell Hotel",3408,Prawn Curry,Religious
Bihar,Temple in Bihar,Historical Tour,Marathi,Moore-Mckinney Hotel,7082,Thali,Romantic
Bihar,Wildlife Sanctuary in Bihar,Trekking,Konkani,"Bean, Johnson and Hernandez Hotel",6694,Seafood,Adventure
Bihar,Fort in Bihar,Shopping,Tamil,Vincent-Anderson Hotel,6307,Thali,Cultural
Bihar,Palace in Bihar,Trekking,Malayalam,Pham-Ryan Hotel,3743,Rajasthani Laal Maas,Adventure
Bihar,Wildlife Sanctuary in Bihar,Historical Tour,English,"Humphrey, Sheppard and Larsen Hotel",6098,Chole Bhature,Cultural
Bihar,Temple in Bihar,Trekking,Marathi,"Diaz, Wilson and Buck Hotel",7460,Thali,Historical
Bihar,Hill Station in Bihar,Cultural Dance,Malayalam,Herrera-Smith Hotel,8166,Thali,Nature
Bihar,Hill Station in Bihar,Camping,English,Rush-Smith Hotel,3024,Idiyappam,Religious
Bihar,Fort in Bihar,Wildlife Safari,Marathi,Fitzgerald-Andersen Hotel,3140,Chole Bhature,Nature
Bihar,Palace in Bihar,Camping,Konkani,"Garza, Kelly and Watts Hotel",6968,Chole Bhature,Nature
Bihar,Beach in Bihar,Wildlife Safari,English,Morris Ltd Hotel,2791,Seafood,Nature
Bihar,Hill Station in Bihar,Camping,Konkani,Richards-Wilson Hotel,2805,Idiyappam,Wildlife
Bihar,Fort in Bihar,Wildlife Safari,Konkani,"Brown, Wright and Mcdonald Hotel",6369,Prawn Curry,Wildlife
Bihar,Hill Station in Bihar,Trekking,Tamil,Smith Group Hotel,2167,Chole Bhature,Historical
Bihar,Palace in Bihar,Cultural Dance,Malayalam,Christian Inc Hotel,5908,Rajasthani Laal Maas,Nature
Bihar,Beach in Bihar,Trekking,Hindi,"Torres, Riley and Wells Hotel",1565,Thali,Historical
Bihar,Palace in Bihar,Historical Tour,Konkani,Simmons Ltd Hotel,7416,Dosa,Romantic
Bihar,Palace in Bihar,Camping,English,"Morales, Humphrey and Taylor Hotel",5556,Thali,Adventure
Bihar,Beach in Bihar,Boating,Punjabi,"Martinez, Johnson and Savage Hotel",3201,Rajasthani Laal Maas,Cultural
Bihar,Palace in Bihar,Historical Tour,English,Dudley-Hernandez Hotel,3575,Seafood,Wildlife
Bihar,Wildlife Sanctuary in Bihar,Shopping,Punjabi,"Rich, Mitchell and Best Hotel",9850,Seafood,Historical
Bihar,Palace in Bihar,Cultural Dance,Marathi,"Romero, Johnson and Smith Hotel",5977,Prawn Curry,Cultural
Bihar,Backwaters in Bihar,Shopping,Konkani,"Williams, Hudson and Lee Hotel",4572,Dosa,Romantic
Bihar,Beach in Bihar,Trekking,Tamil,Pearson Group Hotel,4957,Prawn Curry,Wildlife
Bihar,Temple in Bihar,Boating,Konkani,Sullivan-Guerrero Hotel,6295,Chole Bhature,Religious
Bihar,Temple in Bihar,Wildlife Safari,Tamil,Castro and Sons Hotel,6213,Chole Bhature,Religious
Bihar,Fort in Bihar,Shopping,Hindi,Fuller-Rodriguez Hotel,8384,Chole Bhature,Wildlife
Bihar,Fort in Bihar,Historical Tour,Hindi,"Bishop, Ayers and Robinson Hotel",3377,Dosa,Romantic
Bihar,Beach in Bihar,Cultural Dance,Malayalam,"Bartlett, Jones and Vega Hotel",3600,Prawn Curry,Religious
Bihar,Wildlife Sanctuary in Bihar,Cultural Dance,Marathi,Johnson and Sons Hotel,3465,Rajasthani Laal Maas,Religious
Bihar,Beach in Bihar,Cultural Dance,Hindi,"Frye, Williams and Marsh Hotel",5282,Seafood,Wildlife
Bihar,Palace in Bihar,Cultural Dance,Hindi,Carter-Clark Hotel,7967,Seafood,Religious
Bihar,Hill Station in Bihar,Trekking,Marathi,Phillips Ltd Hotel,1546,Rajasthani Laal Maas,Religious
Bihar,Backwaters in Bihar,Trekking,Konkani,Davis Ltd Hotel,1725,Dosa,Nature
Bihar,Hill Station in Bihar,Boating,Tamil,"Walker, Williams and Livingston Hotel",3865,Seafood,Wildlife
Bihar,Backwaters in Bihar,Shopping,Hindi,Alvarez Ltd Hotel,7541,Chole Bhature,Historical
Bihar,Temple in Bihar,Cultural Dance,Marathi,Hamilton-May Hotel,6006,Dosa,Wildlife
Bihar,Beach in Bihar,Shopping,Punjabi,Adams-Oliver Hotel,3890,Seafood,Historical
Bihar,Hill Station in Bihar,Boating,Konkani,Dominguez Inc Hotel,5477,Dosa,Historical
Bihar,Hill Station in Bihar,Historical Tour,Hindi,Davis Group Hotel,5630,Thali,Historical
Bihar,Temple in Bihar,Boating,Hindi,"Drake, White and Scott Hotel",2476,Rajasthani Laal Maas,Historical
Bihar,Fort in Bihar,Camping,English,Reilly-Atkins Hotel,8273,Thali,Adventure
Bihar,Beach in Bihar,Camping,Malayalam,"Williams, Pittman and Hernandez Hotel",4400,Dosa,Cultural
Bihar,Palace in Bihar,Historical Tour,Konkani,"Ortiz, Mccall and Walker Hotel",2569,Prawn Curry,Historical
Bihar,Hill Station in Bihar,Camping,Punjabi,Riley Ltd Hotel,5175,Dosa,Religious
Bihar,Backwaters in Bihar,Shopping,Malayalam,Padilla-Torres Hotel,9312,Dosa,Adventure
Bihar,Beach in Bihar,Historical Tour,English,Braun-Hampton Hotel,8678,Seafood,Nature
Bihar,Wildlife Sanctuary in Bihar,Boating,Punjabi,"Wilson, Banks and Mason Hotel",9461,Dosa,Religious
Bihar,Fort in Bihar,Wildlife Safari,Punjabi,Graham and Sons Hotel,3870,Thali,Adventure
Bihar,Backwaters in Bihar,Camping,Marathi,Johnson Inc Hotel,5674,Rajasthani Laal Maas,Nature
Bihar,Hill Station in Bihar,Shopping,Punjabi,Vincent-Hudson Hotel,9962,Idiyappam,Adventure
Bihar,Backwaters in Bihar,Historical Tour,Hindi,Jackson-Ramsey Hotel,2531,Prawn Curry,Nature
Bihar,Beach in Bihar,Camping,Malayalam,Jones Inc Hotel,5502,Idiyappam,Wildlife
Bihar,Fort in Bihar,Shopping,Marathi,"Henry, Martinez and Murphy Hotel",4497,Rajasthani Laal Maas,Historical
Bihar,Fort in Bihar,Trekking,English,Gonzalez Inc Hotel,1820,Chole Bhature,Cultural
Bihar,Backwaters in Bihar,Shopping,Marathi,Brady-Gonzalez Hotel,8376,Prawn Curry,Adventure
Chhattisgarh,Palace in Chhattisgarh,Historical Tour,English,Brown Inc Hotel,4569,Thali,Wildlife
Chhattisgarh,Hill Station in Chhattisgarh,Cultural Dance,Konkani,"Leonard, Chavez and Brown Hotel",8460,Chole Bhature,Wildlife
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Camping,Marathi,Riley-Gomez Hotel,4768,Rajasthani Laal Maas,Historical
Chhattisgarh,Backwaters in Chhattisgarh,Shopping,Marathi,Willis LLC Hotel,7347,Thali,Historical
Chhattisgarh,Temple in Chhattisgarh,Wildlife Safari,English,"Rodgers, Wallace and Cox Hotel",5512,Chole Bhature,Nature
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Camping,Malayalam,Myers Group Hotel,9223,Idiyappam,Religious
Chhattisgarh,Fort in Chhattisgarh,Camping,Tamil,"Holt, Mitchell and Gonzalez Hotel",5228,Dosa,Romantic
Chhattisgarh,Palace in Chhattisgarh,Cultural Dance,Hindi,Nguyen Inc Hotel,3190,Prawn Curry,Religious
Chhattisgarh,Beach in Chhattisgarh,Historical Tour,Konkani,Rice-Weber Hotel,2218,Seafood,Historical
Chhattisgarh,Temple in Chhattisgarh,Wildlife Safari,Punjabi,Robinson and Sons Hotel,2689,Thali,Wildlife
Chhattisgarh,Fort in Chhattisgarh,Historical Tour,Punjabi,White Group Hotel,3723,Seafood,Wildlife
Chhattisgarh,Beach in Chhattisgarh,Boating,Malayalam,Johnson-Riley Hotel,3086,Thali,Adventure
Chhattisgarh,Palace in Chhattisgarh,Wildlife Safari,Tamil,"Smith, Wu and Humphrey Hotel",3470,Chole Bhature,Wildlife
Chhattisgarh,Fort in Chhattisgarh,Historical Tour,English,"Baker, Moreno and Glover Hotel",3031,Chole Bhature,Religious
Chhattisgarh,Fort in Chhattisgarh,Trekking,Hindi,Martin Group Hotel,5601,Idiyappam,Romantic
Chhattisgarh,Fort in Chhattisgarh,Cultural Dance,Punjabi,Kelly Group Hotel,5451,Thali,Historical
Chhattisgarh,Backwaters in Chhattisgarh,Camping,Marathi,"Mayo, Russell and Crawford Hotel",4236,Rajasthani Laal Maas,Cultural
Chhattisgarh,Backwaters in Chhattisgarh,Cultural Dance,Hindi,"Griffin, Salazar and Gill Hotel",9520,Idiyappam,Religious
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Historical Tour,Malayalam,Vasquez Ltd Hotel,3139,Thali,Romantic
Chhattisgarh,Fort in Chhattisgarh,Boating,Marathi,Mack-Doyle Hotel,6049,Thali,Historical
Chhattisgarh,Backwaters in Chhattisgarh,Camping,Malayalam,Blair-Adams Hotel,8911,Prawn Curry,Wildlife
Chhattisgarh,Beach in Chhattisgarh,Trekking,Punjabi,"Wagner, Gonzalez and Smith Hotel",3097,Rajasthani Laal Maas,Romantic
Chhattisgarh,Palace in Chhattisgarh,Cultural Dance,Malayalam,"Jackson, Mitchell and Campbell Hotel",4654,Seafood,Cultural
Chhattisgarh,Beach in Chhattisgarh,Boating,Punjabi,Nichols-Hayes Hotel,2240,Rajasthani Laal Maas,Religious
Chhattisgarh,Beach in Chhattisgarh,Shopping,English,Campbell-Dawson Hotel,4738,Seafood,Adventure
Chhattisgarh,Temple in Chhattisgarh,Trekking,Punjabi,"Burton, Rivera and Roberts Hotel",8864,Seafood,Romantic
Chhattisgarh,Beach in Chhattisgarh,Trekking,Hindi,Ayers-Garrett Hotel,4845,Chole Bhature,Wildlife
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Shopping,Malayalam,Wood-Sullivan Hotel,8574,Seafood,Wildlife
Chhattisgarh,Palace in Chhattisgarh,Shopping,English,"Thompson, Massey and Williams Hotel",9261,Dosa,Nature
Chhattisgarh,Beach in Chhattisgarh,Camping,Hindi,"Marsh, Watkins and Walker Hotel",4368,Rajasthani Laal Maas,Cultural
Chhattisgarh,Temple in Chhattisgarh,Trekking,Hindi,"Kelly, Young and Powers Hotel",4081,Seafood,Nature
Chhattisgarh,Beach in Chhattisgarh,Historical Tour,Hindi,Strong-English Hotel,8620,Seafood,Wildlife
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Boating,Malayalam,"Woods, Beasley and Patterson Hotel",6907,Dosa,Religious
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Wildlife Safari,Marathi,"Wallace, Williams and Taylor Hotel",5032,Dosa,Historical
Chhattisgarh,Beach in Chhattisgarh,Wildlife Safari,Konkani,"May, Torres and Davis Hotel",8792,Chole Bhature,Adventure
Chhattisgarh,Hill Station in Chhattisgarh,Wildlife Safari,English,"Bryant, Jackson and Arias Hotel",1828,Seafood,Historical
Chhattisgarh,Hill Station in Chhattisgarh,Historical Tour,Konkani,"Lee, Hill and Lucas Hotel",9116,Thali,Cultural
Chhattisgarh,Fort in Chhattisgarh,Trekking,Konkani,Walker Inc Hotel,3577,Thali,Religious
Chhattisgarh,Backwaters in Chhattisgarh,Cultural Dance,Marathi,Rose and Sons Hotel,3354,Prawn Curry,Historical
Chhattisgarh,Temple in Chhattisgarh,Cultural Dance,Marathi,Carroll Ltd Hotel,3715,Thali,Romantic
Chhattisgarh,Beach in Chhattisgarh,Wildlife Safari,English,Rogers-Sutton Hotel,3571,Seafood,Nature
Chhattisgarh,Fort in Chhattisgarh,Shopping,Marathi,Greer Inc Hotel,2715,Seafood,Romantic
Chhattisgarh,Fort in Chhattisgarh,Trekking,Malayalam,"Payne, Farley and Johnson Hotel",3032,Chole Bhature,Adventure
Chhattisgarh,Hill Station in Chhattisgarh,Wildlife Safari,English,Figueroa and Sons Hotel,4421,Thali,Historical
Chhattisgarh,Temple in Chhattisgarh,Shopping,Konkani,Contreras-Ford Hotel,4863,Seafood,Cultural
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Boating,Punjabi,Alvarez and Sons Hotel,2964,Prawn Curry,Religious
Chhattisgarh,Fort in Chhattisgarh,Historical Tour,Hindi,Thomas-Rhodes Hotel,8416,Rajasthani Laal Maas,Wildlife
Chhattisgarh,Fort in Chhattisgarh,Trekking,Punjabi,Nicholson and Sons Hotel,6773,Dosa,Religious
Chhattisgarh,Backwaters in Chhattisgarh,Camping,Konkani,Andrews-Walters Hotel,7032,Thali,Nature
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Trekking,Konkani,"Armstrong, Taylor and Wilson Hotel",1947,Idiyappam,Wildlife
Chhattisgarh,Backwaters in Chhattisgarh,Trekking,Konkani,"Rodgers, Johnson and Dixon Hotel",1997,Thali,Adventure
Chhattisgarh,Beach in Chhattisgarh,Shopping,Punjabi,Salinas and Sons Hotel,2828,Thali,Wildlife
Chhattisgarh,Beach in Chhattisgarh,Historical Tour,Konkani,"Carlson, Campbell and Williams Hotel",3109,Dosa,Cultural
Chhattisgarh,Fort in Chhattisgarh,Cultural Dance,Malayalam,"Lopez, Carney and Lee Hotel",2437,Idiyappam,Wildlife
Chhattisgarh,Backwaters in Chhattisgarh,Wildlife Safari,Hindi,Johnson-Williams Hotel,3953,Chole Bhature,Adventure
Chhattisgarh,Temple in Chhattisgarh,Cultural Dance,Hindi,Lopez-Travis Hotel,9757,Rajasthani Laal Maas,Adventure
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Camping,Malayalam,"Torres, Pineda and Eaton Hotel",4109,Thali,Romantic
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Boating,Marathi,Johnson and Sons Hotel,9311,Chole Bhature,Historical
Chhattisgarh,Fort in Chhattisgarh,Shopping,Hindi,Luna-Harris Hotel,3967,Seafood,Cultural
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Camping,Marathi,"Branch, Pham and Newton Hotel",2195,Chole Bhature,Historical
Chhattisgarh,Temple in Chhattisgarh,Trekking,Marathi,"Fernandez, Hernandez and Lowery Hotel",8621,Dosa,Nature
Chhattisgarh,Palace in Chhattisgarh,Wildlife Safari,Hindi,Smith and Sons Hotel,1545,Rajasthani Laal Maas,Adventure
Chhattisgarh,Beach in Chhattisgarh,Historical Tour,Malayalam,"Harrison, Vega and Crawford Hotel",7094,Thali,Adventure
Chhattisgarh,Backwaters in Chhattisgarh,Wildlife Safari,Malayalam,Taylor-James Hotel,3956,Dosa,Historical
Chhattisgarh,Fort in Chhattisgarh,Trekking,English,Hunt LLC Hotel,8266,Seafood,Cultural
Chhattisgarh,Hill Station in Chhattisgarh,Wildlife Safari,English,Gibson-Miller Hotel,6769,Chole Bhature,Wildlife
Chhattisgarh,Palace in Chhattisgarh,Camping,Malayalam,Molina-Morse Hotel,4289,Idiyappam,Romantic
Chhattisgarh,Temple in Chhattisgarh,Cultural Dance,Hindi,Kelly-Adams Hotel,2145,Rajasthani Laal Maas,Historical
Chhattisgarh,Palace in Chhattisgarh,Historical Tour,English,Long and Sons Hotel,5438,Dosa,Romantic
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Wildlife Safari,Marathi,Gonzalez PLC Hotel,9037,Prawn Curry,Adventure
Chhattisgarh,Wildlife Sanctuary in Chhattisgarh,Trekking,Konkani,Montes-Waller Hotel,4527,Seafood,Nature
Chhattisgarh,Palace in Chhattisgarh,Camping,Konkani,Jones-Abbott Hotel,2269,Thali,Cultural
Chhattisgarh,Temple in Chhattisgarh,Camping,Konkani,Taylor-Shaffer Hotel,3535,Prawn Curry,Romantic
Chhattisgarh,Backwaters in Chhattisgarh,Trekking,Malayalam,Manning-Parker Hotel,5737,Idiyappam,Wildlife
Chhattisgarh,Beach in Chhattisgarh,Wildlife Safari,Tamil,Scott-Suarez Hotel,9666,Seafood,Romantic
Chhattisgarh,Beach in Chhattisgarh,Historical Tour,Punjabi,"Ramos, Henry and Huffman Hotel",4575,Prawn Curry,Wildlife
Chhattisgarh,Palace in Chhattisgarh,Historical Tour,Malayalam,"Buckley, Ramirez and Miller Hotel",5468,Seafood,Wildlife
Chhattisgarh,Palace in Chhattisgarh,Boating,Punjabi,"Gardner, Yates and Guerrero Hotel",8054,Prawn Curry,Wildlife
Chhattisgarh,Hill Station in Chhattisgarh,Cultural Dance,English,Griffin and Sons Hotel,6538,Dosa,Adventure
Chhattisgarh,Beach in Chhattisgarh,Trekking,English,"Cervantes, Mcneil and Thomas Hotel",8377,Idiyappam,Wildlife
Chhattisgarh,Beach in Chhattisgarh,Camping,Punjabi,Schneider-Oliver Hotel,8559,Seafood,Nature
Chhattisgarh,Hill Station in Chhattisgarh,Shopping,Malayalam,Long Ltd Hotel,2846,Dosa,Cultural
Chhattisgarh,Palace in Chhattisgarh,Shopping,Tamil,"Brown, Morgan and Carlson Hotel",6277,Rajasthani Laal Maas,Historical
Chhattisgarh,Beach in Chhattisgarh,Camping,Konkani,Johnson-Mclaughlin Hotel,7622,Idiyappam,Adventure
Goa,Wildlife Sanctuary in Goa,Shopping,Hindi,Howard-Walker Hotel,4557,Dosa,Cultural
Goa,Beach in Goa,Cultural Dance,Punjabi,Blankenship-Kent Hotel,7546,Chole Bhature,Romantic
Goa,Backwaters in Goa,Boating,Malayalam,"Smith, Lewis and Salas Hotel",4640,Idiyappam,Wildlife
Goa,Palace in Goa,Cultural Dance,Hindi,Weber-Finley Hotel,9197,Dosa,Adventure
Goa,Temple in Goa,Shopping,Malayalam,Cantrell LLC Hotel,6261,Prawn Curry,Romantic
Goa,Wildlife Sanctuary in Goa,Wildlife Safari,Marathi,"Brooks, Perkins and Wilkinson Hotel",1868,Idiyappam,Religious
Goa,Backwaters in Goa,Trekking,Malayalam,Rodriguez-Wheeler Hotel,5455,Prawn Curry,Wildlife
Goa,Fort in Goa,Wildlife Safari,English,Horton Ltd Hotel,6012,Chole Bhature,Wildlife
Goa,Beach in Goa,Historical Tour,Marathi,Williams-Gonzalez Hotel,2508,Rajasthani Laal Maas,Wildlife
Goa,Hill Station in Goa,Trekking,Malayalam,Sanders Inc Hotel,2442,Idiyappam,Adventure
